x,y,label
0.70605,0.04360,1.00000
0.65776,-0.59553,0.00000
0.35190,-0.57471,1.00000
0.50106,0.66599,1.00000
-0.40340,-0.42126,1.00000
-0.36855,-0.43359,1.00000
0.04261,-0.82515,0.00000
0.09480,0.32405,1.00000
-0.13669,-0.83192,0.00000
0.35537,0.02943,1.00000
-0.62076,0.31491,0.00000
0.75948,0.13642,1.00000
0.07900,0.77656,1.00000
0.69377,0.02151,1.00000
-0.67846,-0.43475,0.00000
0.11042,-0.82053,0.00000
-0.47324,0.72654,1.00000
-0.95466,0.13616,1.00000
-0.72204,-0.16055,0.00000
-0.36925,0.59009,0.00000
-0.50599,-0.64329,0.00000
0.23558,0.29129,1.00000
-0.51702,0.33841,0.00000
-0.71285,-0.23319,0.00000
-0.29048,-0.24918,0.00000
-0.70604,-0.16846,0.00000
-0.55153,0.68125,1.00000
-0.51748,0.43313,0.00000
0.08411,0.60840,0.00000
-0.70240,-0.09667,0.00000
0.67655,0.37254,1.00000
-0.60877,-0.38585,0.00000
0.31590,0.48434,0.00000
-0.72450,0.47198,1.00000
0.02782,-0.60120,1.00000
-0.72828,0.23189,0.00000
-0.13444,-0.06096,1.00000
0.90957,-0.23779,0.00000
-0.54252,-0.05095,1.00000
0.56437,-0.67179,0.00000
-0.30638,-0.76473,0.00000
0.61806,-0.32406,1.00000
-0.94231,0.19104,1.00000
0.41242,-0.32152,0.00000
0.63171,0.09716,1.00000
-0.54583,0.05086,1.00000
0.42623,-0.57079,1.00000
-0.11648,0.83857,1.00000
0.87694,-0.24813,0.00000
-0.47538,0.05186,1.00000
0.24537,0.49465,0.00000
0.42364,0.67898,1.00000
-0.24413,0.76891,1.00000
-0.40347,-0.73714,0.00000
-0.33027,-0.72866,0.00000
0.44382,-0.48598,1.00000
0.20250,-0.65331,1.00000
-0.44886,-0.39819,1.00000
0.07668,-0.66982,1.00000
0.00599,0.82205,1.00000
-0.27382,0.10626,0.00000
0.64667,0.41883,1.00000
-0.09292,-0.36214,0.00000
0.55900,-0.35595,1.00000
0.23242,0.53724,0.00000
0.15058,0.79668,1.00000
0.91047,0.00852,0.00000
0.89242,-0.29670,0.00000
0.72184,-0.21286,1.00000
0.54757,-0.68692,0.00000
-0.05925,0.21046,0.00000
-0.91437,0.01783,1.00000
0.58673,0.39236,1.00000
0.06562,0.17007,0.00000
-0.46342,0.48744,0.00000
0.61109,-0.02845,1.00000
-0.93439,0.01475,1.00000
-0.30717,-0.24225,0.00000
0.09958,0.77823,1.00000
0.53289,0.58205,1.00000
0.52355,-0.06306,0.00000
0.31775,-0.81026,0.00000
-0.13111,-0.39544,0.00000
-0.36369,-0.06276,0.00000
-0.44193,-0.70038,0.00000
-0.47009,-0.17590,1.00000
-0.29952,0.04458,0.00000
-0.25048,-0.57747,1.00000
0.71524,0.02200,1.00000
0.32416,0.47641,0.00000
0.35136,-0.84402,0.00000
0.54810,0.47189,1.00000
-0.10148,-0.61948,1.00000
-0.87206,0.27288,1.00000
-0.04794,0.38250,1.00000
-0.32806,0.82547,1.00000
0.00226,0.17271,0.00000
-0.75895,-0.30675,0.00000
-0.03339,0.19333,0.00000
-0.50896,0.38747,0.00000
0.77418,-0.41285,0.00000
-0.76845,-0.06596,0.00000
0.32923,0.12153,1.00000
0.04608,0.66260,0.00000
0.63656,-0.64599,0.00000
-0.50325,-0.61090,0.00000
-0.08569,-0.15440,1.00000
0.69073,-0.66790,0.00000
0.20477,0.67966,0.00000
-0.50173,-0.17887,1.00000
-0.76009,-0.25268,0.00000
0.27593,0.10064,1.00000
0.27968,-0.86680,0.00000
-0.45281,0.67381,1.00000
-0.33184,0.57334,0.00000
0.48150,0.67492,1.00000
-0.44283,-0.67310,0.00000
0.46040,0.25816,0.00000
-0.17435,-0.56838,1.00000
0.23493,0.19418,1.00000
-0.52275,-0.59159,0.00000
-0.13270,-0.60452,1.00000
0.02128,-0.63114,1.00000
0.41949,0.20128,0.00000
0.54090,0.14341,0.00000
-0.55058,-0.20380,1.00000
0.18649,0.37376,1.00000
-0.38878,-0.12398,0.00000
-0.29880,-0.17207,0.00000
0.68779,-0.62234,0.00000
0.50470,0.13366,0.00000
0.88148,-0.04813,0.00000
-0.71638,-0.02811,0.00000
0.72052,-0.03705,1.00000
-0.65360,-0.48547,0.00000
0.26456,-0.13653,1.00000
-0.52022,-0.64635,0.00000
0.56607,0.21747,0.00000
-0.69923,0.06635,0.00000
-0.07129,0.79901,1.00000
0.93113,-0.00753,0.00000
0.72661,-0.59685,0.00000
0.35416,0.13913,1.00000
-0.64845,0.21966,0.00000
0.49700,-0.40446,1.00000
-0.86752,0.38450,1.00000
-0.44667,-0.30161,1.00000
0.29748,0.73141,1.00000
0.40425,0.63671,1.00000
0.66742,-0.61992,0.00000
0.15094,0.77125,1.00000
-0.31164,0.22857,1.00000
0.08217,0.13342,0.00000
0.16927,0.58156,0.00000
0.13789,0.57930,0.00000
0.36884,-0.28407,0.00000
-0.16955,-0.01665,1.00000
-0.53629,0.66537,1.00000
0.43162,0.37769,0.00000
0.14442,-0.82602,0.00000
0.50427,0.11687,0.00000
-0.53260,0.67744,1.00000
-0.47004,-0.32071,1.00000
0.34174,-0.63448,1.00000
0.07533,-0.44644,0.00000
0.25446,-0.12741,1.00000
0.55728,-0.72665,0.00000
-0.27765,-0.29044,0.00000
0.75595,0.07848,1.00000
0.12420,0.62800,0.00000
0.38546,0.72213,1.00000
0.54421,-0.11361,0.00000
0.34350,0.76340,1.00000
0.84596,-0.46391,0.00000
-0.59659,0.66298,1.00000
0.18534,-0.66896,1.00000
0.67893,-0.33170,1.00000
-0.40472,-0.25995,1.00000
0.00580,-0.86144,0.00000
-0.32596,0.43899,1.00000
0.71613,-0.52960,0.00000
-0.49666,0.41183,0.00000
0.95398,-0.17591,0.00000
0.29916,-0.82473,0.00000
-0.29787,-0.53872,1.00000
0.72523,-0.06688,1.00000
0.16717,-0.61158,1.00000
-0.16306,0.62923,0.00000
-0.43932,-0.29879,1.00000
0.02912,-0.81518,0.00000
-0.81396,0.40595,1.00000
0.43061,-0.55008,1.00000
-0.00339,0.42302,1.00000
-0.20291,-0.29476,0.00000
0.37769,0.35537,0.00000
0.56796,0.53345,1.00000
0.90425,-0.21997,0.00000
-0.09708,-0.59920,1.00000
-0.37081,-0.76305,0.00000
0.29235,-0.10867,1.00000
0.18949,0.77617,1.00000
-0.73184,0.16257,0.00000
-0.36481,0.71101,1.00000
-0.14182,0.84099,1.00000
0.19594,0.82130,1.00000
-0.25111,0.23421,0.00000
-0.73495,0.13248,0.00000
0.19391,0.35573,1.00000
-0.92852,0.23005,1.00000
-0.14803,-0.86348,0.00000
-0.71237,-0.38438,0.00000
-0.98326,0.11618,1.00000
0.76080,0.27112,1.00000
0.66230,-0.26240,1.00000
-0.76349,-0.08870,0.00000
0.22699,0.34403,1.00000
-0.01195,-0.88817,0.00000
-0.88185,0.13724,1.00000
0.51092,0.26451,0.00000
-0.32538,-0.43266,1.00000
0.38857,-0.50743,1.00000
-0.72752,-0.31476,0.00000
0.50750,-0.45335,1.00000
-0.78208,0.49929,1.00000
0.83222,-0.31579,0.00000
0.08241,-0.64233,1.00000
0.13545,0.78013,1.00000
0.49026,-0.11789,0.00000
-0.13396,0.23193,0.00000
0.16970,0.33903,1.00000
0.26708,-0.79939,0.00000
-0.52391,0.46178,0.00000
0.26325,0.02849,1.00000
-0.61570,0.60159,1.00000
-0.65117,0.56626,1.00000
0.21946,-0.44384,0.00000
0.72199,0.09927,1.00000
0.30538,-0.00751,1.00000
-0.97861,0.25933,1.00000
0.49853,-0.52555,1.00000
0.29653,-0.80828,0.00000
0.46369,-0.42618,1.00000
0.07203,-0.58941,1.00000
-0.78131,0.44030,1.00000
-0.21437,-0.88156,0.00000
-0.16032,0.83652,1.00000
0.53446,-0.31399,1.00000
-0.84181,0.34064,1.00000
-0.38770,0.71558,1.00000
-0.88560,0.12535,1.00000
0.70097,-0.62214,0.00000
0.67580,-0.59166,0.00000
0.13857,-0.86137,0.00000
-0.75632,-0.10112,0.00000
0.48726,-0.03595,0.00000
0.39021,0.41562,0.00000
0.99236,-0.06492,0.00000
-0.14704,0.82271,1.00000
0.42671,0.43355,0.00000
-0.48493,0.68236,1.00000
0.45031,0.34550,0.00000
0.41912,0.36879,0.00000
-0.69191,0.59333,1.00000
0.57199,-0.69428,0.00000
-0.72150,-0.03200,0.00000
0.38924,-0.74632,0.00000
-0.14224,-0.63793,1.00000
-0.73461,0.08023,0.00000
-0.34104,0.04972,0.00000
-0.18657,-0.57242,1.00000
-0.00998,-0.39188,0.00000
-0.30577,0.35934,1.00000
0.06975,0.61740,0.00000
-0.62181,0.34002,0.00000
-0.31231,-0.12465,0.00000
0.68563,-0.11620,1.00000
-0.31666,-0.43283,1.00000
-0.70795,-0.23295,0.00000
0.09323,0.67903,0.00000
0.33079,-0.33837,0.00000
0.25303,-0.60483,1.00000
-0.58620,0.33279,0.00000
-0.82299,0.37298,1.00000
-0.01720,0.42135,1.00000
0.25511,-0.44080,0.00000
-0.40873,0.33692,1.00000
-0.09387,0.56748,0.00000
0.26276,-0.63300,1.00000
0.95389,-0.04689,0.00000
0.55175,0.52056,1.00000
0.56748,-0.68702,0.00000
0.00250,0.20811,0.00000
-0.18867,-0.29682,0.00000
0.09424,-0.85072,0.00000
0.06594,0.77854,1.00000
0.34952,0.50165,0.00000
-0.76962,-0.00073,0.00000
-0.59305,-0.45049,0.00000
-0.64911,0.59694,1.00000
-0.99214,-0.00214,1.00000
-0.47848,0.47763,0.00000
-0.32199,-0.74420,0.00000
-0.35872,0.34227,1.00000
-0.25465,-0.81334,0.00000
0.54241,0.20838,0.00000
-0.15452,-0.38246,0.00000
-0.30067,-0.28632,0.00000
0.37646,0.76510,1.00000
0.82876,-0.45296,0.00000
0.42944,-0.46530,1.00000
0.21672,0.57315,0.00000
-0.50527,-0.22747,1.00000
-0.15650,0.69109,0.00000
-0.50245,0.76186,1.00000
-0.70343,0.10626,0.00000
0.62578,-0.36335,1.00000
-0.87649,0.05947,1.00000
-0.41983,0.49462,0.00000
0.00130,-0.59916,1.00000
-0.59688,-0.48001,0.00000
0.04289,-0.77049,0.00000
-0.53376,-0.12107,1.00000
-0.16380,0.18392,0.00000
0.23576,0.53445,0.00000
-0.89648,0.03399,1.00000
0.77136,0.09543,1.00000
0.05145,0.39120,1.00000
0.17245,-0.16539,1.00000
0.41528,0.64141,1.00000
-0.76040,0.46572,1.00000
-0.54540,-0.53866,0.00000
0.60356,-0.56232,0.00000
0.16913,-0.35975,0.00000
-0.36196,-0.49205,1.00000
0.66141,-0.16217,1.00000
0.89918,-0.21599,0.00000
0.72610,0.21393,1.00000
0.28755,-0.06699,1.00000
-0.14811,-0.86227,0.00000
0.63863,0.41443,1.00000
0.40590,0.67372,1.00000
-0.76360,0.54358,1.00000
-0.61275,-0.48204,0.00000
-0.01300,0.40957,1.00000
-0.05475,0.81582,1.00000
0.56274,-0.40609,1.00000
0.28047,0.79912,1.00000
-0.49877,0.48092,0.00000
-0.72410,-0.06582,0.00000
-0.56467,0.33978,0.00000
-0.67423,0.57967,1.00000
0.57390,0.14944,0.00000
-0.20221,-0.84056,0.00000
-0.19123,-0.78110,0.00000
0.48277,0.37244,0.00000
-0.64016,-0.34760,0.00000
-0.53604,-0.15367,1.00000
-0.45314,0.27773,1.00000
0.44909,0.32426,0.00000
0.00140,-0.56160,1.00000
0.04617,-0.59115,1.00000
-0.48342,-0.30027,1.00000
0.49560,-0.46357,1.00000
-0.45262,-0.69607,0.00000
0.50523,-0.77784,0.00000
0.42632,-0.22509,0.00000
0.96125,-0.01998,0.00000
0.26055,-0.84897,0.00000
0.48053,-0.70944,0.00000
0.24974,-0.16552,1.00000
-0.05226,0.21285,0.00000
0.22729,0.58466,0.00000
0.63384,0.34203,1.00000
